"filename","caption"
"001347.jpg","Glazed ribs with sesame seeds and corn on cob."
"001348.jpg","Eggs Benedict with hollandaise, roasted potatoes, and green salad."
"001349.jpg","Crispy quesadilla slices with guacamole and sour cream."
"001350.jpg","Large pizza with sauce, cheese, sausage, and basil."
"001351.jpg","Thinly sliced meat topped with arugula and cheese."
"001352.jpg","French toast with powdered sugar, fruit, and syrup."
"001353.jpg","Folded quesadilla with creamy filling and vegetables."
"001354.jpg","Pizza with tomatoes, mozzarella, basil, and pesto drizzle."
"001355.jpg","Two light-colored round macarons in clear packaging."
"001356.jpg","Golden fried egg on cheesy toast."
"001357.jpg","Waffle cones with cream and swirl cookies in display."
"001358.jpg","Fluffy yellow fried rice with scrambled egg bits."
"001359.jpg","Flaky golden pastries, one rolled, one with nuts."
"001360.jpg","Warm baked dessert in skillet with vanilla ice cream."
"001361.jpg","Eggs benedict with ham and fresh fruit medley."
"001362.jpg","BBQ ribs with fries and two corn cobs."
"001363.jpg","Chicken and vegetable stir-fry with bright green peas."
"001364.jpg","Grilled ribs, toasted bread, and a side of green beans."
"001365.jpg","Sliced beef with topping, toast, and green garnish."
"001366.jpg","Chicken quesadillas with salsa, sour cream, and jalapeños."
"001367.jpg","Beef tartare topped with a fried egg and mustard seeds."
"001368.jpg","Fresh diced fish with vibrant tomatoes and red onions."
"001369.jpg","Golden fried fish and crispy french fries."
"001370.jpg","Japanese noodle set with various small vegetable side dishes."
"001371.jpg","Flavorful fried rice with eggs, meat, and green onions."
"001372.jpg","Decadent triangular chocolate cake with artistic drizzle."
"001373.jpg","Steaming mussels and golden french fries."
"001374.jpg","Assortment of crispy fried chicken wings with celery sticks."
"001375.jpg","Fluffy fried rice with green peas and scrambled egg."
"001376.jpg","Crispy falafel, rice, fresh lettuce, and savory sauces."
"001377.jpg","Sweet bread pudding with golden-brown crust and cinnamon."
"001378.jpg","Golden-brown seasoned rice, glistening with sauce."
"001379.jpg","Sliced red meat with greens, cheese, and dark drizzle."
"001380.jpg","Creamy ice cream with pistachios and golden pastries."
"001381.jpg","Loaded nachos with guacamole, sour cream, cheese, and jalapeños."
"001382.jpg","Spaghetti with savory meat sauce and fresh parsley."
"001383.jpg","Fluffy pancakes with sliced fruit and a milk shot."
"001384.jpg","Golden quesadillas with salsa, sour cream, and crisp lettuce."
"001385.jpg","Eggs Benedict, roasted potatoes, orange slices, and drinks."
"001386.jpg","Grilled salmon, seasoned rice, and steamed broccoli with lemon."
"001387.jpg","Two breakfast burritos with eggs, ham, and melted cheese."
"001388.jpg","Glazed ribs with yellow rice and shredded vegetables."
"001389.jpg","Burritos, crispy potato cubes, and a side of salsa."
"001390.jpg","Creamy soup with herbs in a decorative bowl."
"001391.jpg","Eggs Benedict with hollandaise sauce, side of fresh fruit."
"001392.jpg","Thinly sliced red meat with cheese and greens."
"001393.jpg","Creamy, chunky soup in a disposable white cup."
"001394.jpg","Assorted cheese, meats, crackers, bread, and grapes."
"001395.jpg","Avocado base, red sorbet, diced fish, fresh greens."
"001396.jpg","Golden fried chicken wings, shredded carrots, dark sauce."
"001397.jpg","Baked macaroni and cheese topped with toasted breadcrumbs."
"001398.jpg","Golden French toast, whipped cream, fresh berries."
"001399.jpg","Abundant fried rice with shrimp and fresh scallions."
"001400.jpg","Eggs Benedict, crispy hash browns, fresh orange slice."
"001401.jpg","Steamed mussels in a rich, creamy white sauce."
"001402.jpg","Golden fried pastries with a side of red sauce."
"001403.jpg","Assorted cheeses, walnuts, and fruit preserve on a plate."
"001404.jpg","Flaky salmon fillet with colorful vegetable fried rice."
"001405.jpg","Golden-crusted apple pie with sweet fruit filling."
"001406.jpg","Warm naan bread, rich curry, and fresh salad."
"001407.jpg","Three bowls of rice, greens, stew, and a raw egg."
"001408.jpg","Hearty fried rice with mixed vegetables and spices."
"001409.jpg","Spicy kimchi fried rice topped with seaweed and scallions."
"001410.jpg","Breakfast omelet, sausage, and toast on a paper plate."
"001411.jpg","Golden fried triangular pastries with fresh lettuce and sauce."
"001412.jpg","Hearty sandwich halves filled with cheese, bacon, and greens."
"001413.jpg","Crispy fried cakes topped with shaved greens and frisee."
"001414.jpg","Colorful rice bowl with fried egg and assorted vegetables."
"001415.jpg","Toasted sandwich with melted cheese, ham, and runny egg."
"001416.jpg","Decadent chocolate lava cake with ice cream and strawberry."
"001417.jpg","Eggs Benedict with hash browns and savory sausages."
"001418.jpg","Glazed BBQ ribs with vibrant green onion garnish."
"001419.jpg","Classic spaghetti bolognese with grated cheese and herb."
"001420.jpg","Thinly sliced beef with herbs, onions, and peanuts."
"001421.jpg","Flavorful Pad Thai noodles with bean sprouts and peanuts."
"001422.jpg","Fresh oysters on ice with red sauce and lemon."
"001423.jpg","Poached eggs on toast with hollandaise sauce and mushrooms."
"001424.jpg","Hearty French onion soup with golden melted cheese."
"001425.jpg","Cheesecake slice with a strawberry and chocolate sprinkles."
"001426.jpg","Golden fried cannolis filled with cream, surrounded by pistachios."
"001427.jpg","Sliced rolled omelet with visible pink shrimp pieces."
"001428.jpg","Rich chocolate dessert with whipped cream and chocolate drizzle."
"001429.jpg","Barbecue ribs with cornbread and coleslaw in a basket."
"001430.jpg","Crispy fried chicken wings with vegetable sticks and dipping sauce."
"001431.jpg","Bubbly, golden brown, cheesy gratin in a ceramic bowl."
"001432.jpg","Crispy fish and chips served with ketchup in a basket."
"001433.jpg","Savory fried rice with egg and vegetables, served spoon."
"001434.jpg","Seafood salad with grapefruit slices and spices in yellow bowl."
"001435.jpg","Soup with croutons and melted cheese in white bowl."
"001436.jpg","Two types of crispy fries in paper trays."
"001437.jpg","Fish and chips with salad and sauces."
"001438.jpg","Crispy fried fish and waffle fries, ketchup, lemon."
"001439.jpg","Three puffy beignets generously dusted with powdered sugar."
"001440.jpg","Colorful mixed bowl with vibrant greens, tofu, and egg yolk."
"001441.jpg","Thinly sliced red meat topped with salad, tomatoes, cheese."
"001442.jpg","Golden bread loaves with herbs and melted cheese."
"001443.jpg","Rectangular pizza with pepperoni slices, cut into eight pieces."
"001444.jpg","Crispy golden french fries in a paper-lined basket."
"001445.jpg","Large round pizza with black olives, mushrooms, and toppings."
"001446.jpg","Crispy golden french fries piled high on a white liner."
"001447.jpg","Rich chocolate cake with ice cream and caramel drizzle."
"001448.jpg","Glazed ribs topped with green onions and sesame seeds."
"001449.jpg","Dark, savory soup with visible texture and surface reflections."
"001450.jpg","Abundant golden french fries, freshly cooked and perfectly crisp."
"001451.jpg","Seafood cocktail garnished with lemon, lettuce, and fresh herbs."
"001452.jpg","Smooth light brown soup in a white bowl."
"001453.jpg","Fresh oysters on ice with lemon and sauces."
"001454.jpg","Crispy fries and a fresh sandwich with creamy sauce."
"001455.jpg","A hearty bowl of hot and sour soup."
"001456.jpg","Fresh ceviche salad with crispy chips and lime."
"001457.jpg","Round cake with white frosting and textured sides."
"001458.jpg","Chicken and peas in yellow curry, with white rice."
"001459.jpg","Toasted bread with tomatoes, yellow peppers, and cheese."
"001460.jpg","Stack of pancakes with melted butter and syrup."
"001461.jpg","Asparagus, salmon with sauce, and crispy fried garnish."
"001462.jpg","Seafood salad with corn, red onions, and sauce."
"001463.jpg","Snails served in shells in a cast iron pan."
"001464.jpg","Golden French toast with fresh strawberries, blueberries, and orange slices."
"001465.jpg","Fluffy pancakes generously topped with dark blueberry compote."
"001466.jpg","Crisp salad with yellow dressing alongside savory fried rice."
"001467.jpg","Cheesecake slice with whipped cream and a decorated sauce swirl."
"001469.jpg","Sunny-side up egg on rice with grilled sausage slices."
"001470.jpg","Pizza with melted cheese, black olives, and mushrooms."
"001471.jpg","Glazed ribs, corn on cob, sweet potato fries, black beans."
"001472.jpg","Crispy fish and chips with sauces and a dark beer."
"001473.jpg","Elegant dessert: rectangular block with toasted meringue dots."
"001474.jpg","Cheesy burrito with green sauce, potatoes, and fresh pico."
"001475.jpg","Shrimp ceviche in margarita glass, served with tortilla chips."
"001476.jpg","Golden brown quesadillas with fresh red salsa."
"001477.jpg","Crispy fried fish and golden fries with dipping sauce."
"001478.jpg","Noodles topped with fresh bean sprouts, carrots, and peanuts."
"001479.jpg","Savory fried rice with green onions and diced ingredients."
"001480.jpg","A moist cake slice with rich yellow frosting."
"001481.jpg","Toasted bread with fresh diced tomatoes and side salad."
"001482.jpg","Fresh salad with sliced tomatoes, mozzarella, olives, and greens."
"001483.jpg","Crispy fried calamari rings and tentacles with a lemon wedge."
"001484.jpg","Flavorful fried rice with eggs, peas, carrots, and pork."
"001485.jpg","Waffle with powdered sugar, butter, crispy bacon, and syrup."
"001486.jpg","Fried rice with corn, eggs, green onions, and red ginger."
"001487.jpg","Crispy fried fish with golden fries, coleslaw, and sauce."
"001488.jpg","Golden french toast generously dusted with white powdered sugar."
"001489.jpg","Seafood cocktail with crackers and dark chips."
"001490.jpg","Savory noodle soup with fried fish and rice."
"001491.jpg","Fried dumplings with dipping sauce and a decorative flower."
"001492.jpg","Thinly sliced beef with green salad and parmesan."
"001493.jpg","Salmon on toast, asparagus, roasted vegetables, lemon."
"001494.jpg","Vibrant red, yellow, brown macarons."
"001495.jpg","Pita pockets filled with fresh lettuce and diced tomatoes."
"001496.jpg","Golden fried fish with a generous serving of fries."
"001497.jpg","Colorful fried rice with shrimp, egg, and mixed vegetables."
"001498.jpg","A vibrant display of various colorful macarons."
"001499.jpg","Eggs benedict, crispy hash browns, and a biscuit."
"001500.jpg","Poached eggs, hollandaise, crispy potatoes, and fresh fruit."
